,Tensión,Tensión Corriente,ET,ETC
0,0.31041805,4.3532e-05,"+1.00000000E+00
","+1.00000000E-01
"
1,0.30664344,5.6505e-05,"+1.00000000E+00
","+1.00000000E-01
"
2,0.30401642,4.4244e-05,"+1.00000000E+00
","+1.00000000E-01
"
3,0.30048119,3.2696e-05,"+1.00000000E+00
","+1.00000000E-01
"
4,0.29688669,4.656e-05,"+1.00000000E+00
","+1.00000000E-01
"
5,0.29444771,5.6065e-05,"+1.00000000E+00
","+1.00000000E-01
"
6,0.29047077,4.5418e-05,"+1.00000000E+00
","+1.00000000E-01
"
7,0.28714575,3.1774e-05,"+1.00000000E+00
","+1.00000000E-01
"
8,0.28398678,4.4139e-05,"+1.00000000E+00
","+1.00000000E-01
"
9,0.28124549,6.1399e-05,"+1.00000000E+00
","+1.00000000E-01
"
10,0.27803182,3.9088e-05,"+1.00000000E+00
","+1.00000000E-01
"
11,0.27415628,2.7414e-05,"+1.00000000E+00
","+1.00000000E-01
"
12,0.27087039,5.0521e-05,"+1.00000000E+00
","+1.00000000E-01
"
13,0.26818047,5.9712e-05,"+1.00000000E+00
","+1.00000000E-01
"
14,0.26443253,3.7296e-05,"+1.00000000E+00
","+1.00000000E-01
"
15,0.26194552,2.8619e-05,"+1.00000000E+00
","+1.00000000E-01
"
16,0.25876967,5.1632e-05,"+1.00000000E+00
","+1.00000000E-01
"
17,0.25515652,5.8192e-05,"+1.00000000E+00
","+1.00000000E-01
"
18,0.251809,3.7642e-05,"+1.00000000E+00
","+1.00000000E-01
"
19,0.24843956,2.9091e-05,"+1.00000000E+00
","+1.00000000E-01
"
20,0.24550569,5.5363e-05,"+1.00000000E+00
","+1.00000000E-01
"
21,0.2420215,5.464e-05,"+1.00000000E+00
","+1.00000000E-01
"
22,0.23933928,3.4991e-05,"+1.00000000E+00
","+1.00000000E-01
"
23,0.23721916,3.3335e-05,"+1.00000000E+00
","+1.00000000E-01
"
24,0.24035949,5.1768e-05,"+1.00000000E+00
","+1.00000000E-01
"
25,0.24373349,5.9376e-05,"+1.00000000E+00
","+1.00000000E-01
"
26,0.24694216,2.6702e-05,"+1.00000000E+00
","+1.00000000E-01
"
27,0.2501976,2.5088e-05,"+1.00000000E+00
","+1.00000000E-01
"
28,0.25380464,6.4951e-05,"+1.00000000E+00
","+1.00000000E-01
"
29,0.25658476,6.0592e-05,"+1.00000000E+00
","+1.00000000E-01
"
30,0.26005863,2.6471e-05,"+1.00000000E+00
","+1.00000000E-01
"
31,0.26329034,2.7089e-05,"+1.00000000E+00
","+1.00000000E-01
"
32,0.26655838,7.4372e-05,"+1.00000000E+00
","+1.00000000E-01
"
33,0.26952329,6.2562e-05,"+1.00000000E+00
","+1.00000000E-01
"
34,0.27272752,2.2489e-05,"+1.00000000E+00
","+1.00000000E-01
"
35,0.27613129,2.9751e-05,"+1.00000000E+00
","+1.00000000E-01
"
36,0.27902881,6.0099e-05,"+1.00000000E+00
","+1.00000000E-01
"
37,0.28276664,6.5842e-05,"+1.00000000E+00
","+1.00000000E-01
"
38,0.28545991,5.345e-06,"+1.00000000E+00
","+1.00000000E-01
"
39,0.28930348,2.6125e-05,"+1.00000000E+00
","+1.00000000E-01
"
40,0.29256412,8.1425e-05,"+1.00000000E+00
","+1.00000000E-01
"
41,0.29544345,5.6285e-05,"+1.00000000E+00
","+1.00000000E-01
"
42,0.29850066,7.241e-06,"+1.00000000E+00
","+1.00000000E-01
"
43,0.3023162,2.121e-05,"+1.00000000E+00
","+1.00000000E-01
"
44,0.30519718,7.4016e-05,"+1.00000000E+00
","+1.00000000E-01
"
45,0.30885554,6.2206e-05,"+1.00000000E+00
","+1.00000000E-01
"
46,0.31188358,8.897e-06,"+1.00000000E+00
","+1.00000000E-01
"
47,0.31468403,2.8022e-05,"+1.00000000E+00
","+1.00000000E-01
"
48,0.31836426,5.159e-05,"+1.00000000E+00
","+1.00000000E-01
"
49,0.32125282,5.9691e-05,"+1.00000000E+00
","+1.00000000E-01
"
50,0.32464305,-1.331e-06,"+1.00000000E+00
","+1.00000000E-01
"
51,0.32828739,-1.4671e-05,"+1.00000000E+00
","+1.00000000E-01
"
52,0.33127032,8.1949e-05,"+1.00000000E+00
","+1.00000000E-01
"
53,0.33429836,8.7105e-05,"+1.00000000E+00
","+1.00000000E-01
"
54,0.33804852,-6.675e-06,"+1.00000000E+00
","+1.00000000E-01
"
55,0.34103364,1.0584e-05,"+1.00000000E+00
","+1.00000000E-01
"
56,0.34409043,0.00010755,"+1.00000000E+00
","+1.00000000E-01
"
57,0.3478662,9.2722e-05,"+1.00000000E+00
","+1.00000000E-01
"
58,0.3508508,-2.0823e-05,"+1.00000000E+00
","+1.00000000E-01
"
59,0.35406978,2.3757e-05,"+1.00000000E+00
","+1.00000000E-01
"
60,0.35683672,0.000104176,"+1.00000000E+00
","+1.00000000E-01
"
61,0.3600082,7.6688e-05,"+1.00000000E+00
","+1.00000000E-01
"
62,0.36361551,-1.8832e-05,"+1.00000000E+00
","+1.00000000E-01
"
63,0.36638855,9.798e-06,"+1.00000000E+00
","+1.00000000E-01
"
64,0.37044777,0.000100581,"+1.00000000E+00
","+1.00000000E-01
"
65,0.37354956,7.7349e-05,"+1.00000000E+00
","+1.00000000E-01
"
66,0.37646823,-3.5588e-05,"+1.00000000E+00
","+1.00000000E-01
"
67,0.37986619,2.1954e-05,"+1.00000000E+00
","+1.00000000E-01
"
68,0.38322851,0.000126392,"+1.00000000E+00
","+1.00000000E-01
"
69,0.3863603,6.3118e-05,"+1.00000000E+00
","+1.00000000E-01
"
70,0.38919661,-3.8313e-05,"+1.00000000E+00
","+1.00000000E-01
"
71,0.39343341,2.8462e-05,"+1.00000000E+00
","+1.00000000E-01
"
72,0.39603832,0.000118512,"+1.00000000E+00
","+1.00000000E-01
"
73,0.39939556,4.983e-05,"+1.00000000E+00
","+1.00000000E-01
"
74,0.40280569,-3.4844e-05,"+1.00000000E+00
","+1.00000000E-01
"
75,0.4056157,3.5892e-05,"+1.00000000E+00
","+1.00000000E-01
"
76,0.4089251,0.000126424,"+1.00000000E+00
","+1.00000000E-01
"
77,0.412214,4.219e-05,"+1.00000000E+00
","+1.00000000E-01
"
78,0.41519735,-3.3587e-05,"+1.00000000E+00
","+1.00000000E-01
"
