,Tensión,Tensión Corriente,ET,ETC
0,0.22673201,8.7311216,"+1.00000000E+00
","+1.00000000E+01
"
1,0.33494816,8.5432957,"+1.00000000E+00
","+1.00000000E+01
"
2,0.33678601,9.0792182,"+1.00000000E+00
","+1.00000000E+01
"
3,0.33927759,9.6349793,"+1.00000000E+00
","+1.00000000E+01
"
4,0.34117437,10.038674,"+1.00000000E+00
","+1.00000000E+01
"
5,0.34333595,10.679106,"+1.00000000E+00
","+1.00000000E+01
"
6,0.34505596,10.974679,"+1.00000000E+00
","+1.00000000E+01
"
7,0.3471412,11.682757,"+1.00000000E+00
","+1.00000000E+02
"
8,0.34919183,12.107698,"+1.00000000E+00
","+1.00000000E+02
"
9,0.35132351,12.782694,"+1.00000000E+00
","+1.00000000E+02
"
10,0.35330405,13.352475,"+1.00000000E+00
","+1.00000000E+02
"
11,0.35566885,13.865831,"+1.00000000E+00
","+1.00000000E+02
"
12,0.35787506,14.463518,"+1.00000000E+00
","+1.00000000E+02
"
13,0.3599408,14.975814,"+1.00000000E+00
","+1.00000000E+02
"
14,0.36200165,15.544027,"+1.00000000E+00
","+1.00000000E+02
"
15,0.36444792,16.247148,"+1.00000000E+00
","+1.00000000E+02
"
16,0.3664523,16.67279,"+1.00000000E+00
","+1.00000000E+02
"
17,0.36855735,17.388405,"+1.00000000E+00
","+1.00000000E+02
"
18,0.37061569,17.8554,"+1.00000000E+00
","+1.00000000E+02
"
19,0.37263331,18.404458,"+1.00000000E+00
","+1.00000000E+02
"
20,0.37491895,19.085266,"+1.00000000E+00
","+1.00000000E+02
"
21,0.37679208,19.716536,"+1.00000000E+00
","+1.00000000E+02
"
22,0.3793189,20.247269,"+1.00000000E+00
","+1.00000000E+02
"
23,0.38094995,20.950147,"+1.00000000E+00
","+1.00000000E+02
"
24,0.38307121,21.587648,"+1.00000000E+00
","+1.00000000E+02
"
25,0.3856005,22.192647,"+1.00000000E+00
","+1.00000000E+02
"
26,0.38744551,22.720491,"+1.00000000E+00
","+1.00000000E+02
"
27,0.38961464,23.395309,"+1.00000000E+00
","+1.00000000E+02
"
28,0.39163548,23.950117,"+1.00000000E+00
","+1.00000000E+02
"
29,0.39323466,24.592198,"+1.00000000E+00
","+1.00000000E+02
"
30,0.39557645,25.383836,"+1.00000000E+00
","+1.00000000E+02
"
31,0.39765458,25.82215,"+1.00000000E+00
","+1.00000000E+02
"
32,0.39947608,26.48807,"+1.00000000E+00
","+1.00000000E+02
"
33,0.40124172,27.139246,"+1.00000000E+00
","+1.00000000E+02
"
34,0.40360527,27.715386,"+1.00000000E+00
","+1.00000000E+02
"
35,0.40571404,28.438602,"+1.00000000E+00
","+1.00000000E+02
"
36,0.40757978,29.0097,"+1.00000000E+00
","+1.00000000E+02
"
37,0.4093344,29.723821,"+1.00000000E+00
","+1.00000000E+02
"
38,0.41135837,30.379442,"+1.00000000E+00
","+1.00000000E+02
"
39,0.41338713,31.070235,"+1.00000000E+00
","+1.00000000E+02
"
40,0.41525985,31.648392,"+1.00000000E+00
","+1.00000000E+02
"
41,0.41707257,32.249612,"+1.00000000E+00
","+1.00000000E+02
"
42,0.41946972,32.989329,"+1.00000000E+00
","+1.00000000E+02
"
43,0.42144598,33.657862,"+1.00000000E+00
","+1.00000000E+02
"
44,0.42329162,34.316473,"+1.00000000E+00
","+1.00000000E+02
"
45,0.42528163,35.03421,"+1.00000000E+00
","+1.00000000E+02
"
46,0.42686945,35.568975,"+1.00000000E+00
","+1.00000000E+02
"
47,0.42915186,36.305555,"+1.00000000E+00
","+1.00000000E+02
"
48,0.43127774,36.999443,"+1.00000000E+00
","+1.00000000E+02
"
49,0.43313598,37.785183,"+1.00000000E+00
","+1.00000000E+02
"
50,0.43525943,38.336677,"+1.00000000E+00
","+1.00000000E+02
"
51,0.436751,39.171308,"+1.00000000E+00
","+1.00000000E+02
"
52,0.43862549,39.856644,"+1.00000000E+00
","+1.00000000E+02
"
53,0.44068241,40.438605,"+1.00000000E+00
","+1.00000000E+02
"
54,0.44247919,41.215375,"+1.00000000E+00
","+1.00000000E+02
"
55,0.44436764,42.075131,"+1.00000000E+00
","+1.00000000E+02
"
56,0.44644516,42.656371,"+1.00000000E+00
","+1.00000000E+02
"
57,0.44848267,43.208734,"+1.00000000E+00
","+1.00000000E+02
"
58,0.45046508,43.950162,"+1.00000000E+00
","+1.00000000E+02
"
59,0.45202013,44.638226,"+1.00000000E+00
","+1.00000000E+02
"
60,0.4541816,45.387801,"+1.00000000E+00
","+1.00000000E+02
"
61,0.45621901,46.079347,"+1.00000000E+00
","+1.00000000E+02
"
62,0.45781839,46.60137,"+1.00000000E+00
","+1.00000000E+02
"
63,0.45955986,47.345497,"+1.00000000E+00
","+1.00000000E+02
"
64,0.46120737,48.112708,"+1.00000000E+00
","+1.00000000E+02
"
65,0.46359098,48.754748,"+1.00000000E+00
","+1.00000000E+02
"
66,0.46510817,49.52539,"+1.00000000E+00
","+1.00000000E+02
"
67,0.46715746,50.296512,"+1.00000000E+00
","+1.00000000E+02
"
68,0.46907382,51.105505,"+1.00000000E+00
","+1.00000000E+02
"
69,0.47131863,51.798107,"+1.00000000E+00
","+1.00000000E+02
"
70,0.47352774,52.346904,"+1.00000000E+00
","+1.00000000E+02
"
71,0.47468077,53.100567,"+1.00000000E+00
","+1.00000000E+02
"
72,0.47690099,53.741875,"+1.00000000E+00
","+1.00000000E+02
"
73,0.47859184,54.430095,"+1.00000000E+00
","+1.00000000E+02
"
74,0.48026143,55.146006,"+1.00000000E+00
","+1.00000000E+02
"
75,0.48220561,56.061247,"+1.00000000E+00
","+1.00000000E+02
"
76,0.48410398,56.689287,"+1.00000000E+00
","+1.00000000E+02
"
77,0.48612472,57.609504,"+1.00000000E+00
","+1.00000000E+02
"
78,0.4874138,58.142149,"+1.00000000E+00
","+1.00000000E+02
"
79,0.48969016,59.002206,"+1.00000000E+00
","+1.00000000E+02
"
80,0.49132069,59.784893,"+1.00000000E+00
","+1.00000000E+02
"
81,0.49318158,60.368454,"+1.00000000E+00
","+1.00000000E+02
"
82,0.49497919,61.153525,"+1.00000000E+00
","+1.00000000E+02
"
83,0.4973214,61.798115,"+1.00000000E+00
","+1.00000000E+02
"
84,0.49890547,62.590158,"+1.00000000E+00
","+1.00000000E+02
"
85,0.50087715,63.397374,"+1.00000000E+00
","+1.00000000E+02
"
86,0.50274362,63.967659,"+1.00000000E+00
","+1.00000000E+02
"
87,0.50429742,64.867247,"+1.00000000E+00
","+1.00000000E+02
"
88,0.50593951,65.451301,"+1.00000000E+00
","+1.00000000E+02
"
89,0.50760244,66.198252,"+1.00000000E+00
","+1.00000000E+02
"
90,0.50943693,66.993599,"+1.00000000E+00
","+1.00000000E+02
"
