,Tensión,Tensión Corriente,ET,ETC
0,0.21610367,6.591529,"+1.00000000E+00
","+1.00000000E+02
"
1,0.24110553,1.1012e-05,"+1.00000000E+00
","+1.00000000E-01
"
2,0.24564014,8.202e-06,"+1.00000000E+00
","+1.00000000E-01
"
3,0.25067648,1.624e-06,"+1.00000000E+00
","+1.00000000E-01
"
4,0.25634199,6.641e-06,"+1.00000000E+00
","+1.00000000E-01
"
5,0.26038741,6.328e-06,"+1.00000000E+00
","+1.00000000E-01
"
6,0.26523078,3.581e-06,"+1.00000000E+00
","+1.00000000E-01
"
7,0.27008367,2.873e-06,"+1.00000000E+00
","+1.00000000E-01
"
8,0.27388424,2.248e-06,"+1.00000000E+00
","+1.00000000E-01
"
9,0.27844615,2.894e-06,"+1.00000000E+00
","+1.00000000E-01
"
10,0.28423223,2.904e-06,"+1.00000000E+00
","+1.00000000E-01
"
11,0.28940696,-1.395e-06,"+1.00000000E+00
","+1.00000000E-01
"
12,0.29363272,3.414e-06,"+1.00000000E+00
","+1.00000000E-01
"
13,0.29842254,-1.1658e-05,"+1.00000000E+00
","+1.00000000E-01
"
14,0.3039829,8.441e-06,"+1.00000000E+00
","+1.00000000E-01
"
15,0.30901904,7.015e-06,"+1.00000000E+00
","+1.00000000E-01
"
16,0.31350804,1.957e-06,"+1.00000000E+00
","+1.00000000E-01
"
17,0.31801661,4.32e-06,"+1.00000000E+00
","+1.00000000E-01
"
18,0.32298079,-4.059e-06,"+1.00000000E+00
","+1.00000000E-01
"
19,0.32763183,3.424e-06,"+1.00000000E+00
","+1.00000000E-01
"
20,0.33217104,3.914e-06,"+1.00000000E+00
","+1.00000000E-01
"
21,0.3367637,2.55e-06,"+1.00000000E+00
","+1.00000000E-01
"
22,0.34174743,3.123e-06,"+1.00000000E+00
","+1.00000000E-01
"
23,0.34641865,3.018e-06,"+1.00000000E+00
","+1.00000000E-01
"
24,0.35092679,3.133e-06,"+1.00000000E+00
","+1.00000000E-01
"
25,0.35660809,3.32e-06,"+1.00000000E+00
","+1.00000000E-01
"
26,0.3616824,2.665e-06,"+1.00000000E+00
","+1.00000000E-01
"
27,0.365782,2.311e-06,"+1.00000000E+00
","+1.00000000E-01
"
28,0.37072735,3.383e-06,"+1.00000000E+00
","+1.00000000E-01
"
29,0.3757091,3.091e-06,"+1.00000000E+00
","+1.00000000E-01
"
30,0.3803732,2.873e-06,"+1.00000000E+00
","+1.00000000E-01
"
31,0.38487381,3.154e-06,"+1.00000000E+00
","+1.00000000E-01
"
32,0.38977557,3.716e-06,"+1.00000000E+00
","+1.00000000E-01
"
33,0.39442167,3.612e-06,"+1.00000000E+00
","+1.00000000E-01
"
34,0.39919675,3.674e-06,"+1.00000000E+00
","+1.00000000E-01
"
35,0.40356358,1.749e-06,"+1.00000000E+00
","+1.00000000E-01
"
36,0.40850725,4.424e-06,"+1.00000000E+00
","+1.00000000E-01
"
37,0.41309857,2.717e-06,"+1.00000000E+00
","+1.00000000E-01
"
38,0.41892952,4.049e-06,"+1.00000000E+00
","+1.00000000E-01
"
39,0.42338769,3.331e-06,"+1.00000000E+00
","+1.00000000E-01
"
40,0.42838596,2.873e-06,"+1.00000000E+00
","+1.00000000E-01
"
41,0.43303165,5.006e-06,"+1.00000000E+00
","+1.00000000E-01
"
42,0.43881815,2.737e-06,"+1.00000000E+00
","+1.00000000E-01
"
43,0.44258608,6.786e-06,"+1.00000000E+00
","+1.00000000E-01
"
44,0.38884175,30.209033,"+1.00000000E+00
","+1.00000000E+02
"
45,0.39271291,31.364108,"+1.00000000E+00
","+1.00000000E+02
"
46,0.39480376,32.533277,"+1.00000000E+00
","+1.00000000E+02
"
47,0.39796304,33.541131,"+1.00000000E+00
","+1.00000000E+02
"
48,0.40065386,34.301642,"+1.00000000E+00
","+1.00000000E+02
"
49,0.40352875,35.2649,"+1.00000000E+00
","+1.00000000E+02
"
50,0.40622803,36.385697,"+1.00000000E+00
","+1.00000000E+02
"
51,0.40916015,37.363777,"+1.00000000E+00
","+1.00000000E+02
"
52,0.41196988,38.389592,"+1.00000000E+00
","+1.00000000E+02
"
53,0.41522707,39.612936,"+1.00000000E+00
","+1.00000000E+02
"
54,0.41756811,40.487563,"+1.00000000E+00
","+1.00000000E+02
"
55,0.42073872,41.649787,"+1.00000000E+00
","+1.00000000E+02
"
56,0.4236543,42.434355,"+1.00000000E+00
","+1.00000000E+02
"
57,0.42623832,43.620009,"+1.00000000E+00
","+1.00000000E+02
"
58,0.42945869,44.565811,"+1.00000000E+00
","+1.00000000E+02
"
59,0.43244906,45.715311,"+1.00000000E+00
","+1.00000000E+02
"
60,0.43539759,46.8453,"+1.00000000E+00
","+1.00000000E+02
"
61,0.43800545,47.774521,"+1.00000000E+00
","+1.00000000E+02
"
62,0.44064292,48.859775,"+1.00000000E+00
","+1.00000000E+02
"
63,0.44351865,50.003824,"+1.00000000E+00
","+1.00000000E+02
"
64,0.44597004,51.033309,"+1.00000000E+00
","+1.00000000E+02
"
65,0.44904471,52.086359,"+1.00000000E+00
","+1.00000000E+02
"
66,0.45193332,53.205352,"+1.00000000E+00
","+1.00000000E+02
"
67,0.45439705,54.282822,"+1.00000000E+00
","+1.00000000E+02
"
68,0.45693808,55.205947,"+1.00000000E+00
","+1.00000000E+02
"
69,0.45988587,56.351622,"+1.00000000E+00
","+1.00000000E+02
"
