,Tensión,Tensión Corriente,ET,ETC
0,1.5572e-05,1.332e-06,"+1.00000000E-01
","+1.00000000E-01
"
1,1.8129e-05,2.03e-06,"+1.00000000E-01
","+1.00000000E-01
"
2,0.25688087,-5.277e-06,"+1.00000000E+00
","+1.00000000E-01
"
3,0.26739202,4.465e-06,"+1.00000000E+00
","+1.00000000E-01
"
4,0.27797254,4.736e-06,"+1.00000000E+00
","+1.00000000E-01
"
5,0.28923856,6.38e-06,"+1.00000000E+00
","+1.00000000E-01
"
6,0.29935301,3.05e-06,"+1.00000000E+00
","+1.00000000E-01
"
7,0.30978029,5.464e-06,"+1.00000000E+00
","+1.00000000E-01
"
8,0.32079611,3.872e-06,"+1.00000000E+00
","+1.00000000E-01
"
9,0.33051666,4.215e-06,"+1.00000000E+00
","+1.00000000E-01
"
10,0.34179241,6.256e-06,"+1.00000000E+00
","+1.00000000E-01
"
11,0.35237626,3.133e-06,"+1.00000000E+00
","+1.00000000E-01
"
12,0.36353499,5.839e-06,"+1.00000000E+00
","+1.00000000E-01
"
13,0.37277291,4.111e-06,"+1.00000000E+00
","+1.00000000E-01
"
14,0.38416779,3.091e-06,"+1.00000000E+00
","+1.00000000E-01
"
15,0.39438611,7.452e-06,"+1.00000000E+00
","+1.00000000E-01
"
16,0.35686372,24.137327,"+1.00000000E+00
","+1.00000000E+02
"
17,0.3628365,26.159178,"+1.00000000E+00
","+1.00000000E+02
"
18,0.36823423,28.891179,"+1.00000000E+00
","+1.00000000E+02
"
19,0.37344232,31.552892,"+1.00000000E+00
","+1.00000000E+02
"
20,0.37870899,33.874455,"+1.00000000E+00
","+1.00000000E+02
"
21,0.3844434,36.524816,"+1.00000000E+00
","+1.00000000E+02
"
22,0.38954849,39.538864,"+1.00000000E+00
","+1.00000000E+02
"
23,0.39496148,42.191897,"+1.00000000E+00
","+1.00000000E+02
"
24,0.40005641,45.11509,"+1.00000000E+00
","+1.00000000E+02
"
25,0.40561207,48.040346,"+1.00000000E+00
","+1.00000000E+02
"
26,0.4106842,50.860254,"+1.00000000E+00
","+1.00000000E+02
"
27,0.41598831,53.48595,"+1.00000000E+00
","+1.00000000E+02
"
28,0.42088118,56.262937,"+1.00000000E+00
","+1.00000000E+02
"
29,0.42587924,59.199391,"+1.00000000E+00
","+1.00000000E+02
"
30,0.43070494,61.960579,"+1.00000000E+00
","+1.00000000E+02
"
31,0.43613331,65.143182,"+1.00000000E+00
","+1.00000000E+02
"
32,0.44123273,68.040538,"+1.00000000E+00
","+1.00000000E+02
"
33,0.44543389,70.983079,"+1.00000000E+00
","+1.00000000E+02
"
34,0.45070023,73.748032,"+1.00000000E+00
","+1.00000000E+02
"
35,0.45607203,76.786306,"+1.00000000E+00
","+1.00000000E+02
"
36,0.46081007,79.85815,"+1.00000000E+00
","+1.00000000E+02
"
37,0.46521438,82.848699,"+1.00000000E+00
","+1.00000000E+02
"
38,0.47035375,85.818596,"+1.00000000E+00
","+1.00000000E+02
"
39,0.47556541,88.975997,"+1.00000000E+00
","+1.00000000E+02
"
40,0.4799336,91.619571,"+1.00000000E+00
","+1.00000000E+02
"
41,0.48470607,94.67547,"+1.00000000E+00
","+1.00000000E+02
"
42,0.49034425,97.643486,"+1.00000000E+00
","+1.00000000E+02
"
43,0.49462428,100.82649,"+1.00000000E+00
","+1.00000000E+02
"
44,0.49966512,104.10194,"+1.00000000E+00
","+1.00000000E+02
"
45,0.50405425,106.79692,"+1.00000000E+00
","+1.00000000E+02
"
46,0.50861072,109.91556,"+1.00000000E+00
","+1.00000000E+02
"
47,0.51338662,112.59619,"+1.00000000E+00
","+1.00000000E+02
"
48,0.51822592,115.72599,"+1.00000000E+00
","+1.00000000E+02
"
49,0.52292547,118.90828,"+1.00000000E+00
","+1.00000000E+02
"
50,0.52777732,122.29119,"+1.00000000E+00
","+1.00000000E+03
"
51,0.53202293,125.20112,"+1.00000000E+00
","+1.00000000E+03
"
52,0.53705186,128.57323,"+1.00000000E+00
","+1.00000000E+03
"
53,0.54179722,131.54307,"+1.00000000E+00
","+1.00000000E+03
"
54,0.54618125,134.75866,"+1.00000000E+00
","+1.00000000E+03
"
55,0.55091751,137.6982,"+1.00000000E+00
","+1.00000000E+03
"
56,0.55540285,141.07346,"+1.00000000E+00
","+1.00000000E+03
"
57,0.55990557,144.1034,"+1.00000000E+00
","+1.00000000E+03
"
58,0.56451987,147.27732,"+1.00000000E+00
","+1.00000000E+03
"
59,0.56921776,150.35663,"+1.00000000E+00
","+1.00000000E+03
"
60,0.14574674,0.000365,"+1.00000000E+00
","+1.00000000E+02
"
61,0.04056629,3.1309e-05,"+1.00000000E-01
","+1.00000000E-01
"
62,0.011855404,1.7195e-05,"+1.00000000E-01
","+1.00000000E-01
"
63,0.003623765,1.0794e-05,"+1.00000000E-01
","+1.00000000E-01
"
64,0.001336923,6.006e-06,"+1.00000000E-01
","+1.00000000E-01
"
