,Tensión,Tensión Corriente,ET,ETC
0,2.3275e-05,1.697e-06,"+1.00000000E-01
","+1.00000000E-01
"
1,0.24617472,2.196e-06,"+1.00000000E+00
","+1.00000000E-01
"
2,0.25712896,5.818e-06,"+1.00000000E+00
","+1.00000000E-01
"
3,0.26709027,4.798e-06,"+1.00000000E+00
","+1.00000000E-01
"
4,0.27857197,2.789e-06,"+1.00000000E+00
","+1.00000000E-01
"
5,0.28926523,4.663e-06,"+1.00000000E+00
","+1.00000000E-01
"
6,0.29947643,2.852e-06,"+1.00000000E+00
","+1.00000000E-01
"
7,0.30966398,4.954e-06,"+1.00000000E+00
","+1.00000000E-01
"
8,0.32078482,3.206e-06,"+1.00000000E+00
","+1.00000000E-01
"
9,0.33044449,3.664e-06,"+1.00000000E+00
","+1.00000000E-01
"
10,0.34190736,3.934e-06,"+1.00000000E+00
","+1.00000000E-01
"
11,0.3323706,3.716e-06,"+1.00000000E+00
","+1.00000000E+01
"
12,0.34565478,7.6302831,"+1.00000000E+00
","+1.00000000E+01
"
13,0.35276075,9.4521968,"+1.00000000E+00
","+1.00000000E+02
"
14,0.35944157,11.779776,"+1.00000000E+00
","+1.00000000E+02
"
15,0.36636218,13.105665,"+1.00000000E+00
","+1.00000000E+02
"
16,0.37379596,15.045616,"+1.00000000E+00
","+1.00000000E+02
"
17,0.38046326,16.872682,"+1.00000000E+00
","+1.00000000E+02
"
18,0.38722228,19.019197,"+1.00000000E+00
","+1.00000000E+02
"
19,0.39425903,21.11606,"+1.00000000E+00
","+1.00000000E+02
"
20,0.40046339,22.953423,"+1.00000000E+00
","+1.00000000E+02
"
21,0.40765941,24.893395,"+1.00000000E+00
","+1.00000000E+02
"
22,0.41400028,26.972373,"+1.00000000E+00
","+1.00000000E+02
"
23,0.42049407,29.042899,"+1.00000000E+00
","+1.00000000E+02
"
24,0.42681212,31.288587,"+1.00000000E+00
","+1.00000000E+02
"
25,0.43385314,33.49251,"+1.00000000E+00
","+1.00000000E+02
"
26,0.43980071,35.591812,"+1.00000000E+00
","+1.00000000E+02
"
27,0.44642618,37.818669,"+1.00000000E+00
","+1.00000000E+02
"
28,0.45242638,39.784313,"+1.00000000E+00
","+1.00000000E+02
"
29,0.45867362,42.154928,"+1.00000000E+00
","+1.00000000E+02
"
30,0.4647755,44.52039,"+1.00000000E+00
","+1.00000000E+02
"
31,0.47118225,46.773093,"+1.00000000E+00
","+1.00000000E+02
"
32,0.47760082,49.253089,"+1.00000000E+00
","+1.00000000E+02
"
33,0.4834319,51.433359,"+1.00000000E+00
","+1.00000000E+02
"
34,0.48922833,53.787181,"+1.00000000E+00
","+1.00000000E+02
"
35,0.49549033,56.142995,"+1.00000000E+00
","+1.00000000E+02
"
36,0.50176361,58.486718,"+1.00000000E+00
","+1.00000000E+02
"
37,0.50724304,60.857794,"+1.00000000E+00
","+1.00000000E+02
"
38,0.51366223,63.143505,"+1.00000000E+00
","+1.00000000E+02
"
39,0.51939361,65.6992,"+1.00000000E+00
","+1.00000000E+02
"
40,0.52522783,68.260802,"+1.00000000E+00
","+1.00000000E+02
"
41,0.53096757,70.392698,"+1.00000000E+00
","+1.00000000E+02
"
42,0.5371939,72.855654,"+1.00000000E+00
","+1.00000000E+02
"
43,0.54288438,75.413593,"+1.00000000E+00
","+1.00000000E+02
"
44,0.54874256,77.891615,"+1.00000000E+00
","+1.00000000E+02
"
45,0.55475844,80.375032,"+1.00000000E+00
","+1.00000000E+02
"
46,0.5603571,82.785722,"+1.00000000E+00
","+1.00000000E+02
"
47,0.56590941,85.330324,"+1.00000000E+00
","+1.00000000E+02
"
48,0.57213637,87.510924,"+1.00000000E+00
","+1.00000000E+02
"
49,0.57768054,90.211332,"+1.00000000E+00
","+1.00000000E+02
"
50,0.58348189,92.642449,"+1.00000000E+00
","+1.00000000E+02
"
51,0.58949726,95.331628,"+1.00000000E+00
","+1.00000000E+02
"
52,0.5947588,97.919151,"+1.00000000E+00
","+1.00000000E+02
"
53,0.60046592,100.62074,"+1.00000000E+00
","+1.00000000E+02
"
54,0.60588675,103.03485,"+1.00000000E+00
","+1.00000000E+02
"
55,0.61146785,105.31915,"+1.00000000E+00
","+1.00000000E+02
"
56,0.61702392,108.09101,"+1.00000000E+00
","+1.00000000E+02
"
57,0.62251714,110.49598,"+1.00000000E+00
","+1.00000000E+02
"
58,0.62848124,113.26522,"+1.00000000E+00
","+1.00000000E+02
"
59,0.63366257,116.01902,"+1.00000000E+00
","+1.00000000E+02
"
60,0.63920264,118.66515,"+1.00000000E+00
","+1.00000000E+03
"
61,0.64439015,122.0902,"+1.00000000E+00
","+1.00000000E+03
"
62,0.64988085,124.4481,"+1.00000000E+00
","+1.00000000E+03
"
63,0.65596567,127.12865,"+1.00000000E+00
","+1.00000000E+03
"
64,0.66152888,129.85941,"+1.00000000E+00
","+1.00000000E+03
"
65,0.66687012,132.30517,"+1.00000000E+00
","+1.00000000E+03
"
66,0.67235247,135.1596,"+1.00000000E+00
","+1.00000000E+03
"
67,0.67795426,137.70457,"+1.00000000E+00
","+1.00000000E+03
"
68,0.68297681,140.6959,"+1.00000000E+00
","+1.00000000E+03
"
69,0.68832506,143.22192,"+1.00000000E+00
","+1.00000000E+03
"
70,0.69365395,146.30602,"+1.00000000E+00
","+1.00000000E+03
"
71,0.69858006,148.83764,"+1.00000000E+00
","+1.00000000E+02
"
72,0.1513185,0.001272,"+1.00000000E+00
","+1.00000000E-01
"
73,0.042263836,2.3721e-05,"+1.00000000E-01
","+1.00000000E-01
"
74,0.01242953,1.3281e-05,"+1.00000000E-01
","+1.00000000E-01
"
75,0.00390104,1.0325e-05,"+1.00000000E-01
","+1.00000000E-01
"
76,0.001486024,8.4e-06,"+1.00000000E-01
","+1.00000000E-01
"
77,0.000821126,6.87e-06,"+1.00000000E-01
","+1.00000000E-01
"
78,0.00054406,5.787e-06,"+1.00000000E-01
","+1.00000000E-01
"
79,0.000404757,4.757e-06,"+1.00000000E-01
","+1.00000000E-01
"
