,Tensión,Tensión Corriente,ET,ETC
0,0.2301123,1.717e-06,"+1.00000000E+00
","+1.00000000E-01
"
1,0.24295331,2.318e-05,"+1.00000000E+00
","+1.00000000E-01
"
2,0.24961537,6.141e-06,"+1.00000000E+00
","+1.00000000E-01
"
3,0.25703493,6.932e-06,"+1.00000000E+00
","+1.00000000E-01
"
4,0.26461116,3.945e-06,"+1.00000000E+00
","+1.00000000E-01
"
5,0.27010846,7.661e-06,"+1.00000000E+00
","+1.00000000E-01
"
6,0.27815778,3.268e-06,"+1.00000000E+00
","+1.00000000E-01
"
7,0.28344516,5.652e-06,"+1.00000000E+00
","+1.00000000E-01
"
8,0.29103142,3.612e-06,"+1.00000000E+00
","+1.00000000E-01
"
9,0.29802696,4.33e-06,"+1.00000000E+00
","+1.00000000E-01
"
10,0.30509517,4.278e-06,"+1.00000000E+00
","+1.00000000E-01
"
11,0.31178056,4.434e-06,"+1.00000000E+00
","+1.00000000E-01
"
12,0.31901194,5.433e-06,"+1.00000000E+00
","+1.00000000E-01
"
13,0.32489498,4.153e-06,"+1.00000000E+00
","+1.00000000E-01
"
14,0.33232239,4.538e-06,"+1.00000000E+00
","+1.00000000E-01
"
15,0.33896113,4.434e-06,"+1.00000000E+00
","+1.00000000E-01
"
16,0.34658736,4.934e-06,"+1.00000000E+00
","+1.00000000E-01
"
17,0.35209302,4.673e-06,"+1.00000000E+00
","+1.00000000E-01
"
18,0.34626803,6.7349185,"+1.00000000E+00
","+1.00000000E+01
"
19,0.35143721,7.3768472,"+1.00000000E+00
","+1.00000000E+01
"
20,0.35724445,7.9621663,"+1.00000000E+00
","+1.00000000E+01
"
21,0.36256403,8.7617274,"+1.00000000E+00
","+1.00000000E+01
"
22,0.36811468,9.6093779,"+1.00000000E+00
","+1.00000000E+01
"
23,0.3729091,10.307425,"+1.00000000E+00
","+1.00000000E+01
"
24,0.3790894,11.13956,"+1.00000000E+00
","+1.00000000E+01
"
25,0.38405787,11.995094,"+1.00000000E+00
","+1.00000000E+02
"
26,0.38997346,12.816848,"+1.00000000E+00
","+1.00000000E+02
"
27,0.39538928,13.603026,"+1.00000000E+00
","+1.00000000E+02
"
28,0.4003931,14.246388,"+1.00000000E+00
","+1.00000000E+02
"
29,0.40640908,15.02868,"+1.00000000E+00
","+1.00000000E+02
"
30,0.41235427,15.852153,"+1.00000000E+00
","+1.00000000E+02
"
31,0.41569827,16.663543,"+1.00000000E+00
","+1.00000000E+02
"
32,0.42117373,17.349573,"+1.00000000E+00
","+1.00000000E+02
"
33,0.4270324,18.400215,"+1.00000000E+00
","+1.00000000E+02
"
34,0.43253619,19.254839,"+1.00000000E+00
","+1.00000000E+02
"
