,Tensión,Tensión Corriente,ET,ETC
0,4.4736e-05,3.2853e-05,"+1.00000000E-01
","+1.00000000E-01
"
1,4.3997e-05,3.0464e-05,"+1.00000000E-01
","+1.00000000E-01
"
2,4.2612e-05,2.186e-05,"+1.00000000E-01
","+1.00000000E-01
"
3,4.3976e-05,2.9552e-05,"+1.00000000E-01
","+1.00000000E-01
"
4,0.46144523,51.672234,"+1.00000000E+00
","+1.00000000E+02
"
5,0.4657937,52.154973,"+1.00000000E+00
","+1.00000000E+02
"
6,0.46739746,52.771659,"+1.00000000E+00
","+1.00000000E+02
"
7,0.46916736,53.455352,"+1.00000000E+00
","+1.00000000E+02
"
8,0.47140477,54.190822,"+1.00000000E+00
","+1.00000000E+02
"
9,0.47338045,54.903062,"+1.00000000E+00
","+1.00000000E+02
"
10,0.47503681,55.48516,"+1.00000000E+00
","+1.00000000E+02
"
11,0.47680651,56.27915,"+1.00000000E+00
","+1.00000000E+02
"
12,0.47892684,57.051726,"+1.00000000E+00
","+1.00000000E+02
"
13,0.48063331,57.855523,"+1.00000000E+00
","+1.00000000E+02
"
14,0.4822903,58.415517,"+1.00000000E+00
","+1.00000000E+02
"
15,0.48474149,59.157261,"+1.00000000E+00
","+1.00000000E+02
"
16,0.48605993,59.933256,"+1.00000000E+00
","+1.00000000E+02
"
17,0.48819047,60.73589,"+1.00000000E+00
","+1.00000000E+02
"
18,0.489996,61.343512,"+1.00000000E+00
","+1.00000000E+02
"
19,0.49174872,62.087031,"+1.00000000E+00
","+1.00000000E+02
"
20,0.49332783,62.962239,"+1.00000000E+00
","+1.00000000E+02
"
21,0.49529503,63.567683,"+1.00000000E+00
","+1.00000000E+02
"
22,0.49740848,64.53034,"+1.00000000E+00
","+1.00000000E+02
"
23,0.49880391,65.158506,"+1.00000000E+00
","+1.00000000E+02
"
24,0.50114017,65.780418,"+1.00000000E+00
","+1.00000000E+02
"
25,0.50251487,66.579165,"+1.00000000E+00
","+1.00000000E+02
"
26,0.504087,67.279275,"+1.00000000E+00
","+1.00000000E+02
"
27,0.50639378,68.040496,"+1.00000000E+00
","+1.00000000E+02
"
28,0.50807004,68.898368,"+1.00000000E+00
","+1.00000000E+02
"
29,0.50986078,69.502506,"+1.00000000E+00
","+1.00000000E+02
"
30,0.51148392,70.435888,"+1.00000000E+00
","+1.00000000E+02
"
31,0.51347185,71.10854,"+1.00000000E+00
","+1.00000000E+02
"
32,0.51518127,71.927947,"+1.00000000E+00
","+1.00000000E+02
"
33,0.51695628,72.552306,"+1.00000000E+00
","+1.00000000E+02
"
34,0.51905432,73.329397,"+1.00000000E+00
","+1.00000000E+02
"
35,0.52086152,74.180192,"+1.00000000E+00
","+1.00000000E+02
"
36,0.52201746,75.008758,"+1.00000000E+00
","+1.00000000E+02
"
37,0.52368362,75.723754,"+1.00000000E+00
","+1.00000000E+02
"
38,0.52533794,76.39006,"+1.00000000E+00
","+1.00000000E+02
"
39,0.52722222,77.257166,"+1.00000000E+00
","+1.00000000E+02
"
40,0.5293315,77.927269,"+1.00000000E+00
","+1.00000000E+02
"
41,0.53097724,78.812324,"+1.00000000E+00
","+1.00000000E+02
"
42,0.5327858,79.467588,"+1.00000000E+00
","+1.00000000E+02
"
43,0.53476216,80.303077,"+1.00000000E+00
","+1.00000000E+02
"
44,0.53650752,81.033088,"+1.00000000E+00
","+1.00000000E+02
"
45,0.53816139,81.880275,"+1.00000000E+00
","+1.00000000E+02
"
46,0.5402464,82.527928,"+1.00000000E+00
","+1.00000000E+02
"
47,0.5419412,83.15647,"+1.00000000E+00
","+1.00000000E+02
"
48,0.54366257,83.852688,"+1.00000000E+00
","+1.00000000E+02
"
49,0.54527222,84.860208,"+1.00000000E+00
","+1.00000000E+02
"
50,0.5472988,85.128258,"+1.00000000E+00
","+1.00000000E+02
"
51,0.54667348,84.259092,"+1.00000000E+00
","+1.00000000E+02
"
52,0.54502258,83.475413,"+1.00000000E+00
","+1.00000000E+02
"
53,0.54304027,82.820838,"+1.00000000E+00
","+1.00000000E+02
"
54,0.54163922,82.038769,"+1.00000000E+00
","+1.00000000E+02
"
55,0.53989588,81.261498,"+1.00000000E+00
","+1.00000000E+02
"
56,0.5375843,80.673901,"+1.00000000E+00
","+1.00000000E+02
"
57,0.53615461,79.680514,"+1.00000000E+00
","+1.00000000E+02
"
58,0.53445299,79.01195,"+1.00000000E+00
","+1.00000000E+02
"
59,0.53258496,78.338576,"+1.00000000E+00
","+1.00000000E+02
"
60,0.53089183,77.511892,"+1.00000000E+00
","+1.00000000E+02
"
61,0.52905411,76.686162,"+1.00000000E+00
","+1.00000000E+02
"
62,0.52746055,75.887706,"+1.00000000E+00
","+1.00000000E+02
"
63,0.52541023,75.229943,"+1.00000000E+00
","+1.00000000E+02
"
64,0.52385185,74.347301,"+1.00000000E+00
","+1.00000000E+02
"
65,0.52233361,73.685429,"+1.00000000E+00
","+1.00000000E+02
"
66,0.52034224,72.969583,"+1.00000000E+00
","+1.00000000E+02
"
67,0.51867171,72.086766,"+1.00000000E+00
","+1.00000000E+02
"
68,0.51693743,71.411991,"+1.00000000E+00
","+1.00000000E+02
"
69,0.51511815,70.512087,"+1.00000000E+00
","+1.00000000E+02
"
70,0.5132508,69.896342,"+1.00000000E+00
","+1.00000000E+02
"
71,0.51140381,69.12085,"+1.00000000E+00
","+1.00000000E+02
"
72,0.50946984,68.297294,"+1.00000000E+00
","+1.00000000E+02
"
73,0.50820734,67.613056,"+1.00000000E+00
","+1.00000000E+02
"
74,0.5063117,66.878024,"+1.00000000E+00
","+1.00000000E+02
"
75,0.50397731,66.102595,"+1.00000000E+00
","+1.00000000E+02
"
76,0.50242299,65.462687,"+1.00000000E+00
","+1.00000000E+02
"
77,0.50087902,64.554806,"+1.00000000E+00
","+1.00000000E+02
"
78,0.49877672,63.926535,"+1.00000000E+00
","+1.00000000E+02
"
79,0.49694348,63.142867,"+1.00000000E+00
","+1.00000000E+02
"
80,0.49517472,62.479696,"+1.00000000E+00
","+1.00000000E+02
"
81,0.49338377,61.610513,"+1.00000000E+00
","+1.00000000E+02
"
82,0.49180538,60.942147,"+1.00000000E+00
","+1.00000000E+02
"
83,0.4900386,60.325378,"+1.00000000E+00
","+1.00000000E+02
"
84,0.4879264,59.309681,"+1.00000000E+00
","+1.00000000E+02
"
85,0.48613566,58.581477,"+1.00000000E+00
","+1.00000000E+02
"
86,0.48438492,57.991799,"+1.00000000E+00
","+1.00000000E+02
"
87,0.48267075,57.186653,"+1.00000000E+00
","+1.00000000E+02
"
88,0.4804607,56.512557,"+1.00000000E+00
","+1.00000000E+02
"
89,0.47894111,55.819162,"+1.00000000E+00
","+1.00000000E+02
"
90,0.47696714,55.177079,"+1.00000000E+00
","+1.00000000E+02
"
91,0.47505609,54.270231,"+1.00000000E+00
","+1.00000000E+02
"
92,0.4734691,53.541015,"+1.00000000E+00
","+1.00000000E+02
"
93,0.47130956,52.979744,"+1.00000000E+00
","+1.00000000E+02
"
94,0.46917403,52.219138,"+1.00000000E+00
","+1.00000000E+02
"
95,0.46810486,51.396733,"+1.00000000E+00
","+1.00000000E+02
"
96,0.4659238,50.647713,"+1.00000000E+00
","+1.00000000E+02
"
97,0.46390598,50.013744,"+1.00000000E+00
","+1.00000000E+02
"
98,0.46224597,49.159678,"+1.00000000E+00
","+1.00000000E+02
"
