,Tensión,Tensión Corriente,ET,ETC
0,2.5444e-05,1.457e-06,"+1.00000000E-01
","+1.00000000E-01
"
1,0.22047389,7.5587e-05,"+1.00000000E+00
","+1.00000000E-01
"
2,0.25706244,4.288e-06,"+1.00000000E+00
","+1.00000000E-01
"
3,0.26787065,4.778e-06,"+1.00000000E+00
","+1.00000000E-01
"
4,0.27847355,3.789e-06,"+1.00000000E+00
","+1.00000000E-01
"
5,0.28813634,3.445e-06,"+1.00000000E+00
","+1.00000000E-01
"
6,0.29941922,4.143e-06,"+1.00000000E+00
","+1.00000000E-01
"
7,0.30960844,2.259e-06,"+1.00000000E+00
","+1.00000000E-01
"
8,0.32011227,2.758e-06,"+1.00000000E+00
","+1.00000000E-01
"
9,0.33059741,1.3271e-05,"+1.00000000E+00
","+1.00000000E-01
"
10,0.34184711,6.97e-07,"+1.00000000E+00
","+1.00000000E-01
"
11,0.35171679,1.946e-06,"+1.00000000E+00
","+1.00000000E-01
"
12,0.36222703,3.976e-06,"+1.00000000E+00
","+1.00000000E-01
"
13,0.34446711,3.747e-06,"+1.00000000E+00
","+1.00000000E-01
"
14,0.35234614,15.129319,"+1.00000000E+00
","+1.00000000E+02
"
15,0.35827094,17.050114,"+1.00000000E+00
","+1.00000000E+02
"
16,0.36515537,19.442256,"+1.00000000E+00
","+1.00000000E+02
"
17,0.37091228,21.690547,"+1.00000000E+00
","+1.00000000E+02
"
18,0.37726348,24.287473,"+1.00000000E+00
","+1.00000000E+02
"
19,0.38301244,26.660043,"+1.00000000E+00
","+1.00000000E+02
"
20,0.38890388,28.691912,"+1.00000000E+00
","+1.00000000E+02
"
21,0.39598871,31.243697,"+1.00000000E+00
","+1.00000000E+02
"
22,0.40098992,33.684339,"+1.00000000E+00
","+1.00000000E+02
"
23,0.40698142,36.125031,"+1.00000000E+00
","+1.00000000E+02
"
24,0.41246409,38.71419,"+1.00000000E+00
","+1.00000000E+02
"
25,0.41859262,41.37947,"+1.00000000E+00
","+1.00000000E+02
"
26,0.42402133,43.932152,"+1.00000000E+00
","+1.00000000E+02
"
27,0.42971819,46.207111,"+1.00000000E+00
","+1.00000000E+02
"
28,0.4353022,48.936693,"+1.00000000E+00
","+1.00000000E+02
"
29,0.44050392,51.517187,"+1.00000000E+00
","+1.00000000E+02
"
30,0.44660807,54.182933,"+1.00000000E+00
","+1.00000000E+02
"
31,0.45200371,56.914054,"+1.00000000E+00
","+1.00000000E+02
"
32,0.45733251,59.659866,"+1.00000000E+00
","+1.00000000E+02
"
33,0.46203815,62.116082,"+1.00000000E+00
","+1.00000000E+02
"
34,0.46835474,64.683212,"+1.00000000E+00
","+1.00000000E+02
"
35,0.47370372,67.633988,"+1.00000000E+00
","+1.00000000E+02
"
36,0.47876486,70.399118,"+1.00000000E+00
","+1.00000000E+02
"
37,0.484404,73.144409,"+1.00000000E+00
","+1.00000000E+02
"
38,0.48948846,76.046502,"+1.00000000E+00
","+1.00000000E+02
"
39,0.49528501,78.911397,"+1.00000000E+00
","+1.00000000E+02
"
40,0.50001196,81.247024,"+1.00000000E+00
","+1.00000000E+02
"
41,0.50507928,83.865214,"+1.00000000E+00
","+1.00000000E+02
"
42,0.51093544,86.836689,"+1.00000000E+00
","+1.00000000E+02
"
43,0.51559546,89.698801,"+1.00000000E+00
","+1.00000000E+02
"
44,0.52094423,92.49766,"+1.00000000E+00
","+1.00000000E+02
"
45,0.5261401,95.199273,"+1.00000000E+00
","+1.00000000E+02
"
46,0.5308795,98.24355,"+1.00000000E+00
","+1.00000000E+02
"
47,0.53620297,100.68479,"+1.00000000E+00
","+1.00000000E+02
"
48,0.54165257,103.48727,"+1.00000000E+00
","+1.00000000E+02
"
49,0.54667556,106.47957,"+1.00000000E+00
","+1.00000000E+02
"
50,0.5517482,109.467,"+1.00000000E+00
","+1.00000000E+02
"
51,0.55714688,112.02671,"+1.00000000E+00
","+1.00000000E+02
"
52,0.56201148,115.10153,"+1.00000000E+00
","+1.00000000E+02
"
53,0.56712032,118.01472,"+1.00000000E+00
","+1.00000000E+02
"
54,0.57211702,121.03079,"+1.00000000E+00
","+1.00000000E+03
"
55,0.57756486,124.11354,"+1.00000000E+00
","+1.00000000E+03
"
56,0.5828128,126.75819,"+1.00000000E+00
","+1.00000000E+03
"
57,0.58674368,129.88863,"+1.00000000E+00
","+1.00000000E+03
"
58,0.5916925,132.74326,"+1.00000000E+00
","+1.00000000E+03
"
59,0.59737472,135.89791,"+1.00000000E+00
","+1.00000000E+03
"
60,0.60214205,138.7069,"+1.00000000E+00
","+1.00000000E+03
"
